SMILES,Chemprop-Activation-Energy,Bulk_Tani_Similarity
CN(Cc1ccccn1)C1=CC(CN(C)C(C)(C)c2ccccn2)C=CN1,7.772691,0.40000000
Cc1cccc(CN(C)C2C=CNC(CN(C)Cc3ccccn3)=C2)n1,7.772688,0.46296296
CCNCc1cccc(C2=NCC(C)(C)O2)n1,7.7726874,0.33333333
CNCc1ncccc1CN(C)C1CCCCC1N(C)c1cccc2nc(CF)ccc12,7.7726755,0.45454545
CC(C)N(CC1=CCC(N(C)Cc2ccccn2)=CN1)C(C)N,7.7726755,0.39622642
Cc1cccc(CN(C)C2C(N(C)Cc3ncc(C)c(C)c3C)CCCC2N(Cc2nc(C)c(C)c(C)c2C)Cc2nc(C)c(C)c(C)c2C)n1,7.77267,0.50000000
CCN(Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2)c1ccc2ncccc2c1,7.7726693,0.31081081
Cc1cccnc1CN(CCN(C)Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1)c1ccc2ncccc2c1,7.772664,0.30487805
CC(C)N(CC1=CCC(N(C)Cc2ccccn2)=CN1)C(C)C,7.7726545,0.42857143
Cc1cccc(CN(C)CC2=CC(N(C)Cc3ccccn3)C=CN2)n1,7.7726526,0.46296296
CC1=CCC2(C=C(C)CC3(C=CC(c4cccc(CN(Cc5ccccn5)Cc5ccccn5)n4)C(c4ccc(CN(Cc5ccccn5)Cc5ccccn5)cn4)C34C(C)C=C(C)CC4C)C2(C)C)C(C)C1,7.7726507,0.26744186
CNCc1ccc(CN(C)C2CCCCC2N(C)c2cccc3nc(CF)ccc23)cn1,7.77265,0.46875000
CCNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)c3ccc4ccc(CF)nc4c3)CC2)n1,7.7726307,0.36923077
COC(=O)C(C)NCc1ncccc1CN(Cc1ccccn1)Cc1ccccn1,7.772628,0.43478261
Cc1cccc(CN(C)Cc2ccc(N(C)C3CCCC(N(Cc4ccccn4)Cc4nc(C)c(C)cc4C)C3)cn2)n1,7.7726254,0.36764706
NCc1ccon1,7.7726235,0.48275862
CC1=CC(C)(c2cc(CN(Cc3ccccn3)Cc3cc(C(C)(C)C)ccn3)ccn2)CCC1C,7.772623,0.34482759
CN1CCN(C)CCN(Cc2cnccc2-c2cccc(N=Cc3ccccn3)c2)CC1,7.772623,0.39655172
CN(CC1=CCC(N(C)C2C=CC=CN2)=CN1)C1=CCC=CN1,7.7726197,0.26153846
Cc1nc(CN(C)C2=CNC(CN(C)C(C)(C)C(C)N)=CC2)c(C)c(C)c1C,7.772616,0.16901408
CN(C)C1C=C(NCc2ccccn2)C=CN1,7.772602,0.42857143
CN(Cc1ncccc1-c1cccc(N(C)C)c1)Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.772592,0.32857143
CCNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)c3cccc4ncccc34)CC2)n1,7.772592,0.34920635
CCC1=NC(c2ccccc2CN(C)Cc2ccccn2)CO1,7.7725863,0.40740741
Cc1cnc(CN(C)CN(C)Cc2ccccn2)c(C)c1C,7.772584,0.46666667
CCN(Cc1ccccn1)C1CCC(N(C)c2ccc3cc(CF)cnc3c2)CC1,7.772579,0.36065574
CN(Cc1ncccc1CF)Cc1ncccc1C(C)(C)C,7.772578,0.36170213
CCNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)c3ccc4cc(CF)cnc4c3)CC2)n1,7.772573,0.32857143
C1=CNC=C(NCc2ccccn2)C1,7.772558,0.43589744
CCNCc1ncccc1CN(Cc1ccccn1)Cc1nc(N)ccc1C,7.7725577,0.40000000
Cc1ccc(CN(Cc2cccc(C(C)(C)C)n2)C2CCC(N(C)Cc3cccc(-c4ccccn4)n3)CC2)nc1,7.7725496,0.45762712
CNCN(Cc1nccc(C)c1C)Cc1nccc(C)c1C,7.7725434,0.25641026
CCCN(C)Cc1cc(C(C)(C)c2ccccn2)ccn1,7.772542,0.38000000
CCNCC1=C(N(C)Cc2cccc(C)n2)CC=CN1,7.7725406,0.40816327
CC(C)N(Cc1ccccn1)c1ccccc1-c1cc(CN(Cc2ccccn2)C2CCCCC2)ccn1,7.772538,0.38333333
CNCc1cc(CN(C)C2CCC(N(C)c3ccc4ccc(CF)nc4c3)CC2)ccn1,7.772536,0.30882353
CC(C)N(C)C1C=C(N(Cc2ccccn2)Cc2ccccn2)C=CN1,7.772523,0.43750000
CC1=CC(c2cc(CN(Cc3ccccn3)C3CCC(N(C)c4ccc5nc(CN(C)C)ccc5c4)CC3)ccn2)CC(C)C1C,7.772521,0.31578947
CCNCC1=CCC(N(C)Cc2ncccc2C)=CN1,7.772519,0.25862069
CC1C=CCC(C)(c2ncccc2CN(Cc2ccccn2)C2CCC(N(C)c3ccc4c(CN(C)C)ccnc4c3)CC2)C1C,7.772519,0.28571429
Cc1cc(C)c(CN(Cc2ccccn2)C2CC(N(C)CC3=CCC=C(N(C)Cc4ccccn4)N3)CC(N(C)Cc3ccccn3)C2)nc1C,7.772518,0.33823529
Cc1ccnc(CN(C)C2C=CNC(CN(C)Cc3ccc(C)nc3)=C2)c1,7.7725163,0.28787879
COC(=O)C1CN(C)C(C(C)C)C(c2cc(CN(Cc3ccccn3)Cc3ccccn3)ccn2)C1c1ccccn1,7.7725077,0.33333333
Cc1cnc(CN(C)C2CCCC(N(Cc3ccccn3)c3cc(Cl)ccc3Cl)C2)c(C)c1,7.7725053,0.38095238
Cc1ccnc(CNCN(C)C2CCC(N(C)c3ccc4ccc(CN(C)C)nc4c3)CC2)c1,7.7725053,0.29687500
CN(C)Cc1ccc(F)nc1,7.772503,0.32432432
Cc1ncccc1CN(C)CC1=CCC=C(N(C)C(C)C)N1,7.772497,0.35185185
Cc1cc(CN(C)Cc2ccccn2)ccc1N,7.77249,0.48888889
CC1=CC(C)C2(CC1)CCC(C(C)(C)C)=CC21CC2(C=C(c3ncccc3CN(Cc3ccccn3)Cc3ccccn3)C3(CCC(C)=C(C)C3C)CC2c2ccc(CN(Cc3ccccn3)Cc3ccccn3)cn2)C2(C=C1C)CCC(C)=C(C)C2,7.7724867,0.21428571
CCOC(C)NCc1ncc(CN(Cc2ccccn2)Cc2ccccn2)c(C)c1C,7.7724833,0.41666667
CNC1C(N(Cc2ncc(C)cc2C)Cc2ncc(C)c(C)c2C)CCCC1N(Cc1ncc(C)c(C)c1C)Cc1nc(C)c(C)c(C)c1C,7.7724757,0.30645161
CCNC1=C(C)C(c2ncccc2CN(C)C2CCCCC2N(C)c2ccc3nccc(CN(C)C)c3c2)CC(C)C1,7.772467,0.29487179
CN(Cc1ccccc1)C1CCC(N(C)c2ccc3ncc(CF)cc3c2)CC1,7.7724643,0.27272727
CN(C)c1ccccc1-c1cccc(CN(Cc2cccc(F)n2)Cc2cccc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)n1,7.772464,0.35211268
CC(C)N(Cc1cccc(CN(Cc2ccc([SiH3])cn2)Cc2cccc(C(C)(C)C)n2)n1)Cc1cccc(C2CCC2(C)C)n1,7.772464,0.27941176
Cc1cc(C)c(CN(C)C2CCCC(N(Cc3ccc4cccnc4c3)C(C)C)C2)nc1C,7.77246,0.26865672
CC1(C)CCC1c1cc(CN(Cc2ccccn2)Cc2ccccn2)c(CN(Cc2ccccn2)Cc2ccccn2)cn1,7.772451,0.45454545
Cc1ccc(CN2CCN(C)CCN(Cc3ccc(-c4cccc(N=Cc5ccccn5)c4)nc3)CC2)nc1,7.7724476,0.40625000
CN(C)Cc1ccc2c(N(C)C3CCCCC3N(CF)Cc3ccccn3)cccc2n1,7.7724476,0.44827586
CNCc1ncccc1CN(Cc1ccccn1)Cc1ccc(C)cn1,7.7724433,0.46511628
CC(C)c1cccc(CN2CCN(C)CCN(Cc3ccc(-c4cccc(N=Cc5ccccn5)c4)cn3)CC2)n1,7.772442,0.43548387
CN(CCN(C)Cc1cccc(-c2cccc3c2OCCOCCOCCOCCOCCO3)n1)Cc1cccc(-c2ccc3ncccc3c2)n1,7.77244,0.34848485
CN(Cc1cc(-c2ccc(N(C)C)cc2)ccn1)Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1,7.7724385,0.39682540
Cc1ccncc1CN(C)C,7.7724333,0.28947368
CNCc1ncccc1CN(C)Cc1cccc(N)n1,7.7724295,0.41176471
CCNC1C(N(C)Cc2ccccn2)CCCC1N(Cc1ccccn1)c1cccc2nccc(CF)c12,7.772429,0.45161290
CC1C=CCC(C)(c2ncccc2CN(Cc2ccccn2)C2CCC(N(C)c3ccc4nccc(CN(C)C)c4c3)CC2)C1C,7.772428,0.28205128
CNCc1cccc(CN(C)Cc2cccc(N)n2)n1,7.772418,0.42500000
CCNCc1cc(C(C)(C)c2ccccn2)ccn1,7.772417,0.40476190
Cc1ccnc(CN(C)CCN(C)Cc2ncc(C)c(C)c2C)c1C,7.772401,0.42500000
CCNCC1=C(N(C)Cc2ncccc2C)CC=CN1,7.772401,0.26984127
Cc1ccc(CN(Cc2ccccn2)Cc2cccc(CNC(C)C)n2)nc1,7.772394,0.46511628
CNCc1ccc(CN(Cc2ccccn2)Cc2cc(C)ccn2)cn1,7.772393,0.45454545
CN(c1cccc2nc(CF)ccc12)C1CCC(N(Cc2ccccn2)Cc2cccc(C3CCC3)n2)CC1,7.7723927,0.36363636
CN1CCN(C)CCN(Cc2ncccc2-c2cccc(N=Cc3ccccn3)c2)CC1,7.7723866,0.41818182
Cc1ccnc(CN(Cc2cc(C)c(C)cn2)Cc2ncccc2C(C)C(C)C)c1,7.7723866,0.37500000
Cc1ccc2cccnc2c1C(C)c1ncccc1CN1CCN(C)CCN(C)CC1,7.7723837,0.39622642
C1=CC(SCc2ccccn2)C=CN1,7.7723823,0.48571429
Cc1cccnc1CN(C)CC1=CC(N(C)Cc2ccccn2)C=CN1,7.772376,0.39285714
CN(C)c1ccc(CN(Cc2ccccn2)Cc2ncccc2-c2ccc3c(c2N(C)Cc2ccccn2)OCCOCCOCCOCCOCCO3)nc1,7.772373,0.32786885
Cc1ccc(-c2cccc(NCc3ccccn3)c2)nc1CN(C)C1CCC(N(C)Cc2ccccn2)CC1,7.7723727,0.39344262
CN(CC1=C(N(CF)Cc2ccccn2)CC=CN1)Cc1ccccn1,7.772372,0.42307692
CN(Cc1cccc(C2(C)CCC2)n1)C1CCC(N(C)c2ccc3nc(CF)ccc3c2)CC1,7.7723713,0.35294118
Cc1ccc(C)c(CN(C)CN(C)Cc2ncccc2C)n1,7.7723675,0.34883721
CNCc1cccc(CN(C)C2CCC(N(C)c3ccc4nc(CF)ccc4c3)CC2)n1,7.772365,0.35384615
Cc1cccnc1CN(C)CCN(Cc1ccccn1)C(C)(C)c1cccnc1CN(Cc1ncccc1C)C(C)C,7.772363,0.45283019
CC(C)C1=CCC=C(N(C)CC2=CC(N(C)Cc3ccccn3)C=CN2)N1,7.7723627,0.38461538
CC1C=CCC(C)C1(C)c1cccc(CN(Cc2ccccn2)C2CCC(N(C)c3ccc4nc(CN(C)C)ccc4c3)CC2)n1,7.772362,0.32876712
CCNCc1cc(CN(Cc2ccccn2)C2CCCC(N(C)c3ccc4nc(CF)ccc4c3)C2)ccn1,7.7723613,0.31944444
CC(C)N(C)C1=C(NCc2ccccn2)C=CNC1,7.7723594,0.40816327
Cc1ccc(-c2cc(CN(C)C3CCC(N(C)Cc4nc(C)c(C)c(C)c4C)CC3)ccn2)cc1,7.772351,0.28333333
Cc1cnc(CN(C)C(C)C)c(C)c1C,7.77235,0.30000000
CNCc1ccc2cccc(N(C)C3CCCCC3N(CC3=CCC=CN3)Cc3ccccn3)c2n1,7.7723465,0.47142857
CCN(C)Cc1ccc2cc(N(C)C3CCC(N(C)Cc4ncccc4C)CC3)ccc2n1,7.7723455,0.29687500
CN(CC1=CCC=CN1)Cc1ncccc1N,7.7723393,0.50000000
CN(C)c1ccccc1-c1ncccc1CN(Cc1ccccn1)Cc1ccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)cn1,7.7723374,0.40000000
C=CCNCc1ncccc1C(C)(C)c1ccccn1,7.772336,0.32075472
Cc1cncc(CN(C)CC2=CCC=C(N(C)C(C)C)N2)c1,7.7723346,0.23636364
CC1=C(N(C)CC2=CC(N(C)Cc3nc(C)c(C)c(C)c3C)C=CN2)C(C)C(C)CC1,7.772334,0.27941176
CCCN(CC1=CC(N(C)Cc2ccccn2)C=CN1)c1cccc(C)c1C,7.7723246,0.35483871
Cc1cc(C)c(CN(Cc2ccccn2)C(C)(N)N(CCN(C)Cc2ccccn2)Cc2ccccn2)nc1C,7.7723117,0.38596491
CC(C)N(CCN(Cc1ccccn1)Cc1cccc(N(C)Cc2cccc(C3CC(Cl)C3Cl)n2)n1)Cc1ccccn1,7.7723055,0.46551724
CC(C)N(Cc1ccccn1)c1cccc(-c2cc(CN(Cc3ccccn3)C3CCCCC3)ccn2)c1,7.7723017,0.37096774
CNC1CC(N(Cc2cc(C)ccn2)Cc2cc(C)c(C)c(C)n2)CC(N(Cc2cc(C)c(C)cn2)Cc2nc(C)c(C)c(C)c2C)C1,7.772301,0.25714286
C1=CCNC(NCc2ccccn2)=C1,7.7723002,0.44736842
CCN(Cc1ccccn1)c1ccc2nc(CN(C)Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)ccc2c1,7.7723002,0.43076923
CCNCc1cccc(CN(Cc2ccc([SiH3])cn2)Cc2ccc([SiH3])cn2)n1,7.7722898,0.36000000
CC1=CC(C)C2(CC1)CC(C(C)C)=CC1(CC(c3cc(CN(Cc4ccccn4)Cc4ccccn4)ccn3)C3(C=C1c1ccc(CN(Cc4ccccn4)Cc4ccccn4)cn1)CCC(C)=C(C)C3C)C2(C)C,7.7722883,0.23762376
CC(C)CN(CCN(C)Cc1ccc2cccnc2c1)Cc1ccccc1,7.7722883,0.39344262
C=Cc1ccc(CN(Cc2cccc(COC)n2)Cc2cccc(C3CCC3C)n2)nc1,7.772288,0.39682540
CC1C=CC(C)C(C)(c2cccc(CN(Cc3ccccn3)C3CCC(N(C)c4ccc5nc(CF)ccc5c4)CC3)n2)C1,7.7722864,0.32432432
CC1(C)CC(c2ccc(CN(Cc3ccccn3)Cc3ccccn3)cn2)C1,7.772276,0.48780488
CC1=C(N(C)Cc2ccccn2)C(C)CC(C)(C)C1,7.7722673,0.44680851
Cc1ccnc(CN(CCN(Cc2ccccn2)C(C)(c2ccccn2)C(C)C)Cc2cc(C)c(C)c(C)n2)c1,7.772266,0.38709677
Cc1ccc(CN(Cc2ccccn2)Cc2cccc(CN(Cc3ccccn3)Cc3cccc(C4CCC4(C)C)n3)n2)nc1,7.772266,0.41071429
CC1=C(N(C)Cc2cc(C(C)(C)c3ccccn3)ccn2)CCC(C)(C)C1C,7.772265,0.34426230
CN1CCN(C)CCN(Cc2cccc(C3=NC(C)(c4ccc(C5=CCC=CN5)nc4)CO3)n2)CC1,7.7722573,0.35294118
Cc1cc(CN(C)C2C(N(C)C)CCCC2N(Cc2nc(C)c(C)c(C)c2C)Cc2nc(C)c(C)c(C)c2C)nc(C)c1C,7.7722573,0.32758621
Cc1ccncc1CN(Cc1ccc2ncccc2c1)C1CCCCC1N(C)c1ccc2ncc(CN3CCN(C)CCN(C)CC3)cc2c1,7.7722554,0.31168831
CNCc1ncccc1CN(C)Cc1ccc(N)cn1,7.7722526,0.34693878
Cc1cccc(CN(C)C2C=CNC(CN(Cc3cccc(C)n3)C(C)(c3cccnc3)C(C)C)=C2)n1,7.7722497,0.34328358
Cc1cnc(CN(C)CCN(C)Cc2ncc(C)cc2C)c(C)c1,7.772248,0.50000000
Cc1nc(CN(C)C2CCCCC2N(Cc2nc(C)c(C)c(C)c2C)Cc2c(C)nc(C)c(C)c2C)c(C)c(C)c1C,7.7722454,0.37254902
CC1=CC(C)C2(C=C(C)CC(C)C23CC(c2ncccc2CN(Cc2ccccn2)Cc2ccccn2)C2(C=C3c3ncccc3CN(Cc3ccccn3)Cc3ccccn3)C(C)C=CC(C)C2C)CC1,7.7722416,0.27500000
CC1(C)N=COC1c1ccccn1,7.772239,0.29090909
CNCc1cccc(CN(Cc2ccccn2)Cc2ncccc2C)n1,7.772236,0.48780488
CC(C1=CCC=CN1)N(Cc1ccccn1)Cc1cccc(C(C)(C)C)n1,7.772234,0.46551724
CCN(C)Cc1cc(C(C)(C)c2ccccn2)ccn1,7.7722316,0.39583333
Cc1nc(CN(Cc2nc(C)c(C)c(C)c2C)C2CCCCC2N(Cc2ccccn2)c2ccccc2F)c(C)c(C)c1C,7.7722316,0.43859649
CNCc1cc(CN(Cc2ccccn2)C(C)(C)c2ccccn2)ccn1,7.77223,0.39215686
CNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3cccc(-c4cccc(Cl)c4Cl)n3)CC2)n1,7.772228,0.39682540
CN(Cc1ccccn1)c1cccc(C2CCC2(C)C)c1,7.7722263,0.44000000
CC(C)[Si](c1ccc(CN(Cc2ccc3cccnc3n2)C2CCC(N)CC2)nc1)(C(C)C)C(C)C,7.772213,0.44444444
CC(C)N(Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2)c1ccc2ncccc2c1,7.7722054,0.30666667
CCCN(CC1=CCC(N(C)Cc2ccccn2)=CN1)Cc1ccccn1,7.7721934,0.48148148
CCN=Cc1cc(CN(Cc2ccccn2)Cc2ccccn2)ccn1,7.772186,0.50000000
CC1C=CCC(C)C1(C)c1cccc(CN(Cc2ccccn2)C2CCC(N(C)c3ccc4cc(CN(C)C)cnc4c3)CC2)n1,7.7721796,0.28205128
Cc1cccnc1CN(C)C1CCCC(N(C)Cc2cc(C)c(C)c(C)n2)C1N(Cc1nc(C)c(C)c(C)c1C)Cc1nc(C)c(C)c(C)c1C,7.772174,0.37704918
Cc1cnccc1CN(C)CC1=CCC=C(N(C)C(C)C)N1,7.772172,0.23728814
CCN(Cc1ccccn1)Cc1cc(C(C)(C)c2cc(CN(Cc3cc(C)ccn3)C3CCC(N(C)Cc4nc(C)c(C)c(C)c4C)CC3)ccn2)ccn1,7.7721624,0.29113924
CNCc1nc(CN(Cc2ccccn2)C(C)(C)C)c(C)cc1C,7.7721596,0.39215686
CN(c1ccc2nccc(CF)c2c1)C1CCC(N(CF)Cc2ccccn2)CC1,7.772156,0.36666667
CCNCc1ncccc1CN(Cc1ccccn1)C1CCCCC1N(C)c1ccc2c(CF)ccnc2c1,7.7721505,0.37142857
CNCc1cccc(CN(C)Cc2ccc(N)cn2)n1,7.772147,0.41666667
CC(C)N(C)Cc1ccc(C(C)(C)c2ccccn2)cn1,7.7721443,0.40425532
CC1=C(C)CC(c2ncccc2CN(Cc2ccccn2)Cc2ccccn2)C(C)C1,7.77214,0.47619048
CNCc1cccc(CN(Cc2ccccn2)C(C)(C)c2ccccn2)n1,7.772137,0.42000000
Cc1ccc(CN(C)CC2=CC(N(C)Cc3cc(C)ccn3)C=CN2)nc1,7.7721357,0.42307692
Cc1cccnc1CN(C)C1C=CNC(CN(C)Cc2ccccn2)=C1,7.7721286,0.38596491
CN(C)Cc1ccc(F)cn1,7.772118,0.48484848
CNCc1cc(CN(Cc2ccccn2)Cc2ncccc2C)ccn1,7.772117,0.46511628
Cc1ccnc(CN(C)CCN(C)Cc2nc(C)c(C)c(C)c2C)c1,7.7721057,0.40909091
Cc1ccnc(CN(C)C2=CCC=C(CN(C)C(C)C(C)C)N2)c1C,7.7721,0.22727273
CNCc1ncccc1CN(C)C1CCC(N(C)c2ccc3cccnc3c2)CC1,7.772099,0.29508197
CN(CCN(Cc1ccccn1)C(C)(N)N(Cc1ccccn1)CC(C)(C)C)c1cc(N)cc(Cl)c1,7.7720942,0.42857143
CN(Cc1cccc(-c2cccc(N=Cc3ccccn3)c2)n1)Cc1cccc(-c2cccc3c2OCCOCCOCCOCCOCCO3)n1,7.772094,0.37681159
CNCc1ncc(CN(C)Cc2ccccn2)cc1C,7.7720933,0.44000000
CC(C)N(C)Cc1cccnc1N(C)C(C)(C)c1ccccn1,7.7720857,0.34693878
CN1CCN(Cc2cccc(C3=NC(C)(C)CO3)n2)CCN(Cc2cccc(C(C)(c3ccccn3)c3ccccn3)n2)CC1,7.772083,0.44827586
CC1=CC(C)C(C)CC1c1cccc(CN(Cc2ccccn2)C2CCCCC2N(C)c2ccc3cc(CN(C)C)cnc3c2)n1,7.772081,0.35135135
CC1(C)CC(c2ccc(CN(Cc3cccc(C(C)(C)C)n3)Cc3cccc(C4(C)CCC4(C)C)n3)cn2)C1,7.772075,0.24358974
CCN(CCN(Cc1ccccn1)Cc1cc(C)c(C)c(C)n1)Cc1nc(C)c(C)cc1C,7.7720656,0.46000000
Cc1cncc(-c2cccc(NCc3ccc(C(C)(C)N4CCN(C)CCN(C)CC4)cn3)c2)c1,7.772065,0.27272727
Cc1ccc(CN(C)Cc2cccc(N(C)C3CCCC(N(Cc4ccc(C)nc4)Cc4nc(C)c(C)cc4C)C3)n2)nc1,7.772064,0.32876712
Cc1cccnc1CN(C)C1CCCCC1N(C)Cc1cccnc1-c1ccccc1N(C)C,7.772057,0.44444444
CN(CC1=CNC(N(C)C)=CC1)Cc1ccccn1,7.7720556,0.45833333
CCN(Cc1cccc(C2C(C)CC2C)n1)Cc1nc(C)c(C)c(C)c1C,7.772052,0.29310345
CCN(Cc1ccccn1)c1ccc2nc(CN(Cc3ccccn3)Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)ccc2c1,7.7720456,0.43661972
CC1=CC(C)CC2(C=CC3(C(C)C=CC(C)C3C)C(c3cc(CN(Cc4ccccn4)Cc4ccccn4)ccn3)C2c2cc(CN(Cc3ccccn3)C3CCC(N(C)c4ccc5nccc(CN(C)C)c5c4)CC3)ccn2)C1C,7.7720423,0.22916667
Cc1cc2cccnc2cc1C(C)c1ncccc1CN1CCN(C)CCN(C)CC1,7.7720394,0.38888889
CC(C)NCc1cccc(CN(Cc2ccccn2)Cc2ccc(N)cn2)n1,7.7720394,0.45454545
CCCN(Cc1ccccn1)C1=C(CN(C)Cc2cccc(C)n2)NC=CC1,7.772037,0.42372881
CN(c1ccc2nc(CF)ccc2c1)C1CCCCC1N(CC1=CCC=CN1)Cc1ccccn1,7.7720356,0.46268657
Cc1cnc(CN(C)CCN(Cc2ccccn2)C(C)(C)c2cccnc2CN(Cc2ccccn2)C(C)C)c(C)c1,7.772032,0.42372881
Cc1ccccc1CN(C)Cc1cc(N)ccn1,7.772029,0.37500000
Cc1ccc(CN(C)C2C=CNC(CN(C)Cc3cncc(C)c3)=C2)nc1,7.7720275,0.39655172
Cc1cccnc1CN(C)CCN(C)Cc1nc(C)c(C)c(C)c1C,7.772024,0.42222222
CNCc1ccc(CN(C)C2CCC(N(C)c3ccc4ccc(CF)nc4c3)CC2)cn1,7.7720194,0.30882353
Cn1c(CN(Cc2cccc([SiH3])n2)C2CCCCC2)nc2ccccc21,7.7720194,0.44642857
CC(N=Cc1ccccn1)c1ccccc1,7.7720146,0.42857143
CCNC1C(N(C)Cc2ncccc2C)CCCC1N(C)c1ccc2c(CF)ccnc2c1,7.7720056,0.30000000
Cc1cc(CN(C)Cc2ccccn2)ccc1CN(C)Cc1ccccn1,7.771999,0.50000000
CC=C1C=CNC(CN(CC)Cc2ccccn2)=C1,7.7719955,0.48076923
CN(Cc1cccc(CF)n1)C1CCC(N(C)c2ccc3nc(CF)ccc3c2)CC1,7.77199,0.39655172
CCc1ccccc1NCc1ccccn1,7.771987,0.48571429
CNC1CCCC(N(Cc2cc(C)c([SiH3])c(C)n2)Cc2nc(C)c([SiH3])c([SiH3])c2C)C1N(Cc1ccc([SiH3])c([SiH3])n1)Cc1nc([SiH3])c(C)c(C)c1C,7.771982,0.23376623
Cc1cnc(CN(Cc2ccccn2)C2CCC(N(C)Cc3ccc4cccnc4c3)CC2)c(C)c1,7.7719817,0.35937500
Cc1cccnc1CN(C)C1=C(CN(C)C(C)C)CC=CN1,7.77198,0.26984127
Cc1ccnc(CN(C)CC2=CC(N(C)Cc3cc(C)ccn3)C=CN2)c1,7.771975,0.33333333
CC(C)N(Cc1ccccn1)C1CCC(N(C)c2cccc3ncccc23)CC1,7.7719727,0.40000000
CCN(Cc1ccccn1)c1cc2ncccc2cc1CN(C)C(C)(C)c1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.7719693,0.28735632
CN(C)c1cccc(-c2cccc(CN(Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)Cc3cccc(C(C)(C)C)n3)n2)c1,7.771966,0.35714286
Cc1nc(C2CC(C)C2(C)C)c(CN(Cc2ccccn2)Cc2ccccn2)c(C)c1C,7.771963,0.42553191
CC(C)N(Cc1ccccn1)C1CCCCC1N(C)c1cccc2nccc(CF)c12,7.7719545,0.44067797
CC(C)N(C)C1=CCC=C(CN(C)C2CCCC(N(C)c3cccc4ncccc34)C2)N1,7.7719517,0.28985507
Cc1ccc(CN(Cc2ccccn2)Cc2cccnc2CNC(C)C)nc1,7.7719507,0.43478261
CCNCc1cc(CN(C)C2CCCC(N(C)c3ccc4ccc(CN(C)C)nc4c3)C2)ccn1,7.77195,0.26470588
CN1CCN(C)CCN(c2ccc3nccc(CF)c3c2)CC1,7.771947,0.34000000
COC(=O)C1CN(C)C(C(=O)C2(C)COC(c3cccc(C4=NC(C)(C)CO4)n3)=N2)C(C(C)C)C1C(C)C,7.771938,0.44827586
CC(NCc1ccccn1)C(C)(c1ccccn1)c1ccccn1,7.771932,0.44736842
CN1CCN(C)CCN(c2ccc3c(CF)ccnc3c2)CC1,7.771923,0.34693878
CC(C)(c1ncccc1CN(Cc1ccccn1)Cc1ccc2ccccc2n1)c1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.771918,0.46153846
CC(C)C(C)(c1cccnc1)N(C)Cc1cccc(N(C)C2C=CC=CN2)n1,7.771909,0.28571429
Cc1ccc(CN(Cc2ccccn2)C2=C(CN(C)C(C)(C)C)NC=CC2)nc1,7.7719083,0.38181818
CC1=CC(C)(C)C2(C=C(c3ncccc3CN(Cc3ccccn3)Cc3ccccn3)C(c3ncccc3CN(Cc3ccccn3)Cc3ccccn3)C3(CCC(C)=C(C)C3C)C2)CC12CC(C(C)C)=CCC21CCC(C)=C(C)C1,7.7718987,0.23255814
CCNCc1cccc(CN(Cc2ccc(N)cn2)Cc2ncccc2C)n1,7.771894,0.33898305
Cc1cccnc1CN(C)C1=CCC=C(CN(Cc2ccccn2)C(C)C(C)C)N1,7.771893,0.37931034
CC(C)N(Cc1ccccn1)c1cccc2nccc(CN3CCN(C)CCN(C)CC3)c12,7.7718887,0.49056604
CN(Cc1ccc(Cl)cn1)Cc1cccc(C2CC(Cl)C2Cl)n1,7.7718763,0.38888889
CN(Cc1cccc(N)n1)Cc1cccc(CF)n1,7.7718706,0.45945946
Cc1cnc(C)c(CN(Cc2ccccn2)C2CCCC(N(C)Cc3cc(-c4ccccc4C)ccn3)C2)c1,7.7718706,0.38461538
CC1CC(C)C(c2cncc(CN(C)Cc3ccccn3)c2)C=C1N(C)Cc1ccccn1,7.7718697,0.37288136
CN(Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2)CN(C)c1ccc2nccc(CF)c2c1,7.771868,0.27380952
C=C1C=CNC(CN(C)C)=C1,7.7718678,0.47368421
CC1=CC(C)C2(C(C)C1)C(C)CC(c1ncccc1CN(Cc1ccccn1)Cc1ccccn1)=CC21CC(C)=C(C)C(C)C1,7.7718606,0.32786885
Cc1cccnc1CN(Cc1ccc2ncccc2c1)C1CCC(N(C)Cc2cccnc2C)CC1,7.7718506,0.28125000
